,Opportunity_ID,Total_Taxable_Amount,antiguedad_cuenta,tiempo_entrega_max,Target,Month,Product_Family
194,198,152550.0,2.73,20,1,2,0.7043419384931635
195,199,5504812.5,0.0,53,0,3,0.6709306786551279
196,200,572.3000000000001,7.4,10,1,1,0.794336686374799
197,201,198823.49999999997,30.2,220,1,8,0.6709306786551279
198,202,179805.59999999998,30.2,129,0,5,0.6709306786551279
199,203,151278.75,0.0,56,0,3,0.6709306786551279
200,204,138820.5,4.37,23,1,2,0.48959230583554847
201,205,154245.0,4.37,50,1,3,0.48959230583554847
202,206,645564.38,0.0,42,0,2,0.6709306786551279
203,207,219520.0,16.6,47,1,2,0.7150441920675155
204,208,116785.49999999999,0.0,23,0,1,0.48959230583554847
205,209,2796638.13,0.0,128,0,5,0.48959230583554847
206,210,14316918.0,0.0,394,1,11,0.5297639177926512
207,211,187.6,0.0,0,1,1,0.7360530988030505
208,212,2408645.8499999996,27.13,127,0,5,0.48959230583554847
209,213,1052722.125,23.7,94,0,4,0.48959230583554847
210,214,49643.4,5.87,130,0,5,0.32199988778805594
211,215,29089.600000000002,9.23,69,0,3,0.5140892739499583
212,216,38158.8,9.23,69,0,3,0.5140892739499583
213,217,8104.0,9.23,98,0,4,0.5101261760944814
214,218,8104.0,9.23,98,0,4,0.5101261760944814
215,219,10714.800000000001,9.23,98,0,4,0.5196156011372757
216,220,59238.8,9.23,98,0,4,0.5224276732411969
217,221,60111.8,9.23,98,0,4,0.5227896301403466
218,222,4681.2,9.23,98,0,4,0.5087615634472934
219,223,4231.5,20.07,73,0,4,0.32199988778805594
220,224,28462.5,0.0,156,1,6,0.5802614922453382
221,225,8360.0,9.23,3,1,1,0.5617745900593608
222,226,6459.6,9.23,98,0,4,0.5087615634472934
223,227,5773.2,9.23,98,0,4,0.5087615634472934
224,228,116785.49999999999,30.3,69,1,3,0.48959230583554847
225,229,2052192.9999999998,10.4,160,0,6,0.48959230583554847
226,230,4962.0,9.23,98,0,4,0.5087615634472934
227,231,3045971.4999999995,10.4,241,0,8,0.48959230583554847
228,232,6178.8,9.23,98,0,4,0.5087615634472934
229,233,5367.6,9.23,98,0,4,0.5087615634472934
230,234,11234.0,9.23,98,0,4,0.4754858372270167
231,235,2702700.0,0.0,39,0,3,0.48959230583554847
232,236,104886.59999999999,23.47,7,1,1,0.6709306786551279
233,237,118988.99999999999,30.3,56,0,3,0.48959230583554847
234,238,107682.21999999999,0.0,198,0,8,0.32199988778805594
235,239,30000.0,0.0,4,1,1,0.7043419384931635
236,240,22950.0,30.37,18,1,2,0.6709306786551279
237,241,1198.0,17.37,0,1,1,0.7036674999650093
238,242,556489.6875,30.4,123,0,4,0.6709306786551279
239,243,75795.993,41.4,41,0,1,0.30048219020958444
240,244,3025.05,41.4,1,1,12,0.43848876981258106
241,245,18900.0,41.4,3,1,12,0.7360530988030505
242,246,70075.95,20.33,192,0,4,0.602318248951532
243,247,205092.8,20.33,284,0,7,0.6766194976053714
244,248,436050.0,20.33,376,0,10,0.41563877857321224
245,249,838.1774999999999,8.77,293,0,10,0.39631235040082163
246,250,130536.0,0.37,192,0,4,0.7150441920675155
247,251,77140.0,0.37,284,0,7,0.6381948031432274
248,252,63273.0,7.6,36,1,1,0.7360530988030505
249,253,167042.24999999997,41.43,34,1,1,0.6096902874560179
250,254,83732.99999999999,40.1,33,1,1,0.48959230583554847
251,255,87589.12499999999,39.4,30,0,1,0.5511334528271005
252,256,51273.74999999999,0.0,62,1,2,0.6953109774370951
253,257,5644.8,39.5,8,1,12,0.7150441920675155
254,258,94640.0,31.43,357,1,1,0.48959230583554847
255,259,2002.0,39.5,23,1,1,0.6953109774370951
256,260,166017.6,1.67,37,1,1,0.494119647362228
257,261,119600.0,39.5,23,1,1,0.48959230583554847
258,262,56983.5,41.47,0,1,12,0.43848876981258106
259,263,39328746.0,0.0,494,0,12,0.41563877857321224
260,264,3618756.0,2.63,433,0,12,0.37418045638813846
261,265,14773.5,41.47,8,1,12,0.43848876981258106
262,266,195062.5,39.53,36,1,1,0.6424898609086347
263,267,461250.0,39.53,43,1,2,0.602318248951532
264,268,38808.0,13.97,40,1,1,0.6953109774370951
265,269,1800678.6,0.0,374,0,10,0.43848876981258106
266,270,57172.5,23.43,24,0,1,0.5665893954700922
267,271,83496.0,39.2,71,1,3,0.7150441920675155
268,272,83496.0,39.2,32,1,1,0.7150441920675155
269,273,83496.0,39.2,22,1,1,0.7150441920675155
270,274,83496.0,39.2,88,1,3,0.7150441920675155
271,275,75146.4,39.2,99,1,3,0.7150441920675155
272,276,83496.0,39.2,36,1,1,0.7150441920675155
273,277,83496.0,39.2,98,1,3,0.7150441920675155
274,278,83496.0,39.2,92,1,3,0.7150441920675155
275,279,75146.4,39.2,114,1,3,0.7150441920675155
276,280,75146.4,39.2,99,1,3,0.7150441920675155
277,281,75146.4,39.2,115,1,4,0.7150441920675155
278,282,391035.45,3.97,55,1,2,0.43848876981258106
279,283,255934.35,0.0,40,1,1,0.30048219020958444
280,284,1801800.0,8.73,40,0,1,0.48959230583554847
281,285,5391720.0,8.73,40,0,1,0.31124103899882016
282,286,988908.2,0.23,8,0,12,0.7360530988030505
283,287,364624.05,22.93,150,0,5,0.43848876981258106
284,289,27858.6,41.53,4,1,12,0.4655372060694343
285,290,4368.0,10.47,39,0,1,0.48959230583554847
286,291,48306.8,12.37,37,1,2,0.7036674999650093
287,292,48816.8,12.37,217,0,7,0.7036674999650093
288,293,3996.0,20.53,16,1,1,0.7584240813200618
289,294,53594.0,20.53,30,1,1,0.6675219230371137
290,295,49854.0,20.53,32,1,1,0.597934360076954
291,296,39177.6,39.7,36,1,2,0.569935529749754
292,297,45326.5,12.4,44,1,2,0.8065268357657827
293,298,484734.68749999994,11.4,52,1,2,0.569935529749754
294,299,63392.99999999999,0.0,31,1,1,0.6709306786551279
295,300,3777197.03,41.7,232,0,8,0.43848876981258106
296,301,2884.35,20.6,1,1,12,0.43848876981258106
297,302,57400.0,20.6,22,0,1,0.7360530988030505
298,303,12600.0,41.7,1,1,12,0.7360530988030505
299,304,15750.0,3.33,8,1,1,0.7360530988030505
300,305,3880.0,0.0,7,1,1,0.7011842663790077
301,306,5740.0,6.4,28,1,1,0.7360530988030505
302,307,94919.99999999999,41.73,14,1,1,0.7360530988030505
303,308,94627.61249999999,21.47,4,1,1,0.6529943142764023
304,309,326250.77499999997,0.63,88,1,3,0.5902742201220117
305,310,266295.0994,0.0,39,1,1,0.6126492425105408
306,311,74368.125,35.27,430,1,3,0.5143212557038058
307,312,271827.14999999997,39.93,444,0,2,0.7345110948357267
308,313,206976.0,8.67,32,1,1,0.40890080192741773
309,314,103488.0,8.67,32,1,1,0.40890080192741773
310,315,206976.0,8.67,32,1,1,0.40890080192741773
311,316,2870.0,7.47,17,1,1,0.7360530988030505
312,317,18345.6,5.77,27,1,1,0.7057119017722624
313,318,4286727.0375,1.33,264,0,8,0.41563877857321224
314,319,35100.0,13.57,142,0,4,0.48959230583554847
315,320,153385.97399999996,1.8,330,0,10,0.30048219020958444
316,321,1038312.0,3.7,329,1,11,0.2580788017886773
317,322,296131.5,0.0,176,0,6,0.37418045638813846
318,323,762409.2,39.87,176,0,6,0.44487169425917894
319,326,15146617.5,31.83,246,0,9,0.3313136674145384
320,327,2447089.58,31.83,176,0,4,0.40062221330892306
321,328,2480650.2,31.83,176,0,4,0.3313136674145384
322,329,98000.0,40.0,29,1,2,0.7150441920675155
323,330,91000.0,40.0,29,1,2,0.48959230583554847
324,331,3680.5,40.0,13,1,1,0.7859231495845006
325,332,9700.0,20.87,6,1,1,0.7161983815082454
326,333,7056.0,40.0,11,1,1,0.7150441920675155
327,334,1688343.75,3.23,270,1,10,0.2580788017886773
328,335,86822.4,0.0,26,1,1,0.44487169425917894
329,336,93021.59999999999,35.97,67,1,3,0.7150441920675155
330,337,93021.59999999999,35.97,131,1,5,0.7150441920675155
331,338,424173.74999999994,41.93,99,0,3,0.48959230583554847
332,339,165633.28689999998,6.33,95,0,4,0.569935529749754
333,340,91063.87499999999,41.93,5,1,1,0.6251871772534281
334,341,352101.75,41.07,29,1,1,0.43848876981258106
335,342,11961.6,41.97,3,1,1,0.40890080192741773
336,343,2954.7,41.97,3,1,1,0.43848876981258106
337,344,522000.0,41.1,49,0,2,0.7345110948357267
338,348,5948.0,14.47,7,0,1,0.8163934430809928
339,349,7113.6,12.73,14,1,1,0.48959230583554847
340,350,7884.8,40.03,19,1,1,0.602318248951532
341,351,11289.6,40.03,21,1,1,0.7150441920675155
342,352,55356.0,14.47,12,1,1,0.7074597306658447
343,353,182000.0,40.03,43,1,2,0.48959230583554847
344,354,404257.49999999994,6.33,164,0,4,0.569935529749754
345,355,1888053.3,0.0,210,1,7,0.43848876981258106
346,356,92072.4,10.3,45,1,2,0.7360530988030505
347,357,3165.75,42.0,3,1,1,0.43848876981258106
348,359,3851451.45,19.87,83,0,3,0.43848876981258106
349,360,431971.2,0.0,297,0,8,0.569935529749754
350,361,46027.5,28.7,32,1,2,0.6126492425105408
351,362,114529.8,28.43,18,1,1,0.43848876981258106
352,363,97292.99999999999,42.07,22,1,1,0.7150441920675155
353,364,10801440.0,37.2,158,0,4,0.48959230583554847
354,365,386646.75,2.47,41,1,2,0.30048219020958444
355,368,2235.0,40.17,0,1,1,0.8013126017685739
356,369,44740.0,14.6,41,0,2,0.8268978964487603
357,370,44740.0,14.6,41,0,2,0.8268978964487603
358,371,44740.0,14.6,41,0,2,0.8163934430809928
359,372,156448.49999999997,0.0,135,0,5,0.48959230583554847
360,373,44740.0,14.6,41,1,2,0.8268978964487603
361,374,44740.0,14.6,34,0,2,0.8268978964487603
362,375,44740.0,14.6,10,1,1,0.8268978964487603
363,376,776648.9999999999,21.73,352,0,7,0.7345110948357267
364,377,22505625.0,18.6,233,0,6,0.464980017138509
365,378,92546.99999999999,42.1,9,1,1,0.7360530988030505
366,379,68749.2,12.3,119,1,5,0.48959230583554847
367,380,4545182.05,7.63,381,0,12,0.37418045638813846
368,381,282005.625,42.13,44,1,2,0.6533854998247752
369,384,85053.15,6.97,12,1,1,0.43848876981258106
370,386,51266.25,6.97,12,1,1,0.32199988778805594
371,387,3791190.06,42.13,107,0,4,0.44487169425917894
372,388,6644612.52,42.13,198,0,7,0.44487169425917894
373,389,6829038.72,42.13,261,0,7,0.44487169425917894
374,390,7782442.92,28.0,191,0,7,0.3313136674145384
375,391,35920.0,14.63,40,0,2,0.8163934430809928
376,392,44740.0,14.63,40,0,2,0.8163934430809928
377,393,45330.0,14.63,9,0,1,0.8268978964487603
378,394,45330.0,14.63,40,0,2,0.8163934430809928
379,395,36140.0,14.63,58,0,3,0.8163934430809928
380,396,169669.49999999997,42.13,76,0,3,0.48959230583554847
381,397,116929.57499999998,2.03,323,0,11,0.5143212557038058
382,398,306244.125,42.13,317,0,10,0.5143212557038058
383,399,85800.9,0.0,19,1,1,0.602318248951532
384,401,326117.99999999994,42.17,70,0,3,0.48959230583554847
385,402,10752.0,12.9,19,1,1,0.40890080192741773
386,403,743989.05,0.0,36,0,2,0.30048219020958444
387,404,169330.49999999997,21.8,170,1,7,0.5143212557038058
388,405,88563.74999999999,42.17,11,1,1,0.359615231931327
389,406,4286727.0375,0.0,256,0,8,0.41563877857321224
390,407,5948.0,41.67,1,1,1,0.8163934430809928
391,408,3210.669,36.2,134,1,5,0.5665893954700922
392,409,5156825.624999999,0.97,260,0,7,0.5421283927267799
393,411,217735.0,18.67,47,1,3,0.5912923861301473
394,412,204050.0,18.67,49,1,3,0.569935529749754
395,414,83203.31249999999,26.93,19,0,2,0.6709306786551279
396,415,156617.99999999997,42.2,287,0,10,0.5374191862836036
397,417,1678696.43,3.57,28,0,2,0.31124103899882016
398,418,324903.24999999994,1.0,56,1,2,0.7150441920675155
399,419,161186.025,0.0,138,0,3,0.48959230583554847
400,420,62899.2,3.1,14,0,1,0.40890080192741773
401,421,368471.04,3.1,28,0,1,0.40890080192741773
402,422,52470.0,40.37,21,1,2,0.569935529749754
403,423,29120.0,40.37,32,1,2,0.48959230583554847
404,424,92375.0,40.37,16,1,2,0.591524009217606
405,425,208477.5,4.6,104,1,3,0.6126492425105408
406,426,17640.0,0.0,43,0,1,0.7150441920675155
407,427,6724.0,41.8,11,1,1,0.8163934430809928
408,428,3474.0,21.23,3,1,1,0.7086065105568032
409,429,4185180.9999999995,3.6,102,0,4,0.48959230583554847
410,430,146291.2125,42.3,130,0,5,0.6976494006805672
411,431,4950018.675,39.77,73,0,3,0.5143212557038058
412,432,3344632.76,39.77,123,0,5,0.7150441920675155
413,433,253080.44999999998,10.63,77,0,4,0.7360530988030505
414,434,859658.7999999999,39.43,60,0,2,0.7150441920675155
415,435,7119610.199999999,5.03,467,0,1,0.6381948031432274
416,436,2146914.1199999996,21.67,58,0,2,0.48959230583554847
417,437,44.0,21.27,0,1,1,0.6473749375485632
418,438,44740.0,14.83,34,0,2,0.8163934430809928
419,439,45330.0,14.83,34,0,2,0.8163934430809928
420,440,35920.0,14.83,34,1,2,0.8163934430809928
421,442,621355.2244,0.5,42,1,2,0.6126492425105408
422,443,2697.0,25.33,38,1,2,0.32199988778805594
423,444,355060.12499999994,0.5,73,1,3,0.6126492425105408
424,445,3412034.9999999995,1.13,164,0,4,0.602318248951532
425,446,34503795.0,31.53,339,0,10,0.2580788017886773
426,447,629056.8749999999,42.33,332,0,12,0.625414441795221
427,448,171300.93749999997,0.0,16,1,1,0.5297639177926512
428,454,25042.5,11.97,166,0,6,0.7072835911033566
429,455,7526.400000000001,40.43,9,1,1,0.7150441920675155
430,456,1881.6000000000001,40.43,23,1,2,0.7150441920675155
431,457,307642.5,35.87,509,0,5,0.359615231931327
432,458,392733.87299999996,42.37,100,0,4,0.30048219020958444
433,459,171211.94999999998,42.37,133,0,5,0.3765090900626142
434,460,75999.5625,31.73,70,0,3,0.6779506108138031
435,461,13840712.76,20.37,40,1,2,0.3546914960685011
436,462,357840.0,0.0,27,1,2,0.40890080192741773
437,463,2221753.8,19.13,153,0,6,0.44487169425917894
438,465,1779609.3,2.53,218,0,7,0.37418045638813846
439,466,1547017.5,10.73,193,0,7,0.2309654674434977
440,467,5916.0,25.4,36,1,2,0.6709306786551279
441,468,45330.0,14.9,1,1,1,0.8268978964487603
442,469,60224.471999999994,28.43,12,1,1,0.44487169425917894
443,470,3141.6,0.0,6,1,1,0.44487169425917894
444,471,10684.8,0.0,8,0,1,0.569935529749754
445,472,23712.0,13.17,27,1,2,0.48959230583554847
446,473,44740.0,14.9,25,1,2,0.8163934430809928
447,474,44740.0,14.9,25,1,2,0.8268978964487603
448,475,44740.0,14.9,25,1,2,0.8268978964487603
449,476,44740.0,14.9,32,1,2,0.8163934430809928
450,477,35920.0,14.9,32,1,2,0.8163934430809928
451,478,44740.0,14.9,32,1,2,0.8163934430809928
452,479,45330.0,14.9,32,1,2,0.8163934430809928
453,480,36140.0,14.9,32,1,2,0.8163934430809928
454,481,44740.0,14.9,32,1,2,0.8163934430809928
455,482,45330.0,14.9,32,1,2,0.8163934430809928
456,483,23925.0,5.17,74,1,4,0.6381948031432274
457,484,53222.4,7.3,22,1,2,0.40890080192741773
458,485,304794.89999999997,42.4,162,0,6,0.5143212557038058
459,486,27190.624999999996,42.4,64,0,3,0.7043419384931635
460,487,949620.0,6.53,120,0,5,0.7150441920675155
461,488,3956483.1249999995,0.0,99,0,4,0.569935529749754
462,490,81200.0,42.43,66,1,3,0.7345110948357267
463,491,2814.0,42.43,3,1,1,0.43848876981258106
464,492,81200.0,42.43,24,1,2,0.7345110948357267
465,493,2111200.0,42.43,66,1,3,0.7345110948357267
466,494,243600.0,42.43,59,1,3,0.7345110948357267
467,495,6300.0,4.07,6,1,1,0.7360530988030505
468,496,154526.4,0.0,87,0,4,0.7150441920675155
469,497,264745.6,21.37,161,0,6,0.602318248951532
470,498,540270.0,21.37,253,0,9,0.6381948031432274
471,499,121.8,21.37,345,0,10,0.6381948031432274
472,500,88642.84999999999,42.43,7,1,1,0.572223320839156
473,501,39432.0,25.43,47,1,3,0.32199988778805594
474,502,39432.0,25.43,41,1,3,0.32199988778805594
475,503,515384.1,28.8,24,1,2,0.43848876981258106
476,505,65520.0,42.43,70,0,3,0.48959230583554847
477,506,503392.39999999997,8.07,247,0,9,0.7150441920675155
478,508,929994.0,0.0,296,0,10,0.48959230583554847
479,509,4417.0,21.47,4,1,1,0.7773611677070854
480,510,23520.0,23.67,16,1,2,0.7150441920675155
481,511,324903.24999999994,1.33,88,0,4,0.7150441920675155
